order_id,customer_id,product_id,order_date,quantity
ORD00285,CUST0105,PROD045,2024-08-07,7
ORD00286,CUST1190,PROD107,2025-03-15,10
ORD00287,CUST1275,PROD029,2025-02-21,6
ORD00288,CUST1146,PROD043,2025-05-10,4
ORD00289,CUST1012,PROD046,2024-07-26,10
ORD00290,CUST0465,PROD017,2023-05-09,10
ORD00291,CUST1226,PROD040,2025-02-18,1
ORD00292,CUST0878,PROD093,2025-08-21,1
ORD00293,CUST1420,PROD062,2025-03-07,6
ORD00294,CUST1511,PROD100,2025-04-08,3
ORD00295,CUST0674,PROD113,2024-10-18,5
ORD00296,CUST1051,PROD027,2025-07-13,3
ORD00297,CUST1358,PROD029,2025-01-09,10
ORD00298,CUST0802,PROD003,2023-04-14,7
ORD00299,CUST0131,PROD119,2024-05-12,10
ORD00300,CUST0561,PROD082,2025-02-17,4
ORD00301,CUST1460,PROD075,2024-10-02,9
ORD00302,CUST0739,PROD085,2025-04-15,5
ORD00303,CUST1156,PROD036,2025-02-06,7
ORD00304,CUST0083,PROD074,2024-04-20,6
ORD00305,CUST0036,PROD052,2024-06-15,4
ORD00306,CUST1296,PROD117,2024-02-22,8
ORD00307,CUST1370,PROD066,2025-10-13,8
ORD00308,CUST0229,PROD077,2024-01-28,4
ORD00309,CUST0674,PROD011,2024-02-20,10
ORD00310,CUST0034,PROD016,2024-03-18,5
ORD00311,CUST0286,PROD029,2025-07-11,5
ORD00312,CUST1512,PROD008,2025-04-18,6
ORD00313,CUST0369,PROD029,2024-08-14,1
ORD00314,CUST0798,PROD059,2025-02-27,9
ORD00315,CUST1054,PROD125,2023-01-14,7
ORD00316,CUST0224,PROD067,2025-05-30,9
ORD00317,CUST0962,PROD087,2025-08-01,2
ORD00318,CUST0400,PROD022,2024-02-22,2
ORD00319,CUST0438,PROD066,2025-06-11,2
ORD00320,CUST1233,PROD015,2025-10-01,4
ORD00321,CUST0607,PROD002,2024-06-03,2
ORD00322,CUST0011,PROD101,2024-01-11,4
ORD00323,CUST1259,PROD074,2023-09-17,7
ORD00324,CUST0314,PROD124,2025-08-28,4
ORD00325,CUST0481,PROD005,2024-08-22,9
ORD00326,CUST1584,PROD040,2025-04-22,8
ORD00327,CUST1300,PROD120,2025-06-10,9
ORD00328,CUST0271,PROD033,2024-04-04,1
ORD00329,CUST0978,PROD071,2025-08-07,8
ORD00330,CUST0742,PROD023,2025-09-13,5
ORD00331,CUST0981,PROD087,2024-05-09,1
ORD00332,CUST0013,PROD014,2025-10-24,1
ORD00333,CUST0720,PROD028,2024-01-11,2
ORD00334,CUST1578,PROD011,2023-11-18,7
ORD00335,CUST0378,PROD019,2024-08-15,7
ORD00336,CUST1455,PROD067,2024-10-31,6
ORD00337,CUST0948,PROD028,2025-02-01,1
ORD00338,CUST0865,PROD017,2025-10-01,7
ORD00339,CUST0253,PROD015,2024-01-22,5
ORD00340,CUST1013,PROD109,2024-06-21,3
ORD00341,CUST1532,PROD007,2023-11-11,10
ORD00342,CUST0359,PROD023,2023-11-04,8
ORD00343,CUST1178,PROD104,2025-10-26,4
ORD00344,CUST1331,PROD100,2023-07-14,3
ORD00345,CUST0949,PROD034,2023-04-29,7
ORD00346,CUST1467,PROD021,2025-03-04,8
ORD00347,CUST0984,PROD064,2024-11-12,5
ORD00348,CUST0021,PROD110,2023-04-16,1
ORD00349,CUST0613,PROD021,2024-04-10,10
ORD00350,CUST1097,PROD080,2025-07-28,8
ORD00351,CUST0371,PROD124,2025-02-10,1
ORD00352,CUST1125,PROD047,2025-02-21,9
ORD00353,CUST0394,PROD071,2024-06-01,3
ORD00354,CUST0786,PROD075,2025-05-06,8
ORD00355,CUST0697,PROD056,2024-12-09,10
ORD00356,CUST0446,PROD089,2024-08-22,2
ORD00357,CUST0387,PROD090,2025-04-02,3
ORD00358,CUST0048,PROD069,2024-08-27,6
ORD00359,CUST0229,PROD082,2024-01-30,6
ORD00360,CUST1395,PROD078,2025-08-04,9
ORD00361,CUST0387,PROD053,2025-10-06,2
ORD00362,CUST1593,PROD114,2024-07-03,7
ORD00363,CUST0375,PROD051,2024-12-31,4
ORD00364,CUST1183,PROD041,2023-06-19,10
ORD00365,CUST0272,PROD078,2025-05-30,7
ORD00366,CUST0101,PROD085,2024-10-02,9
ORD00367,CUST1102,PROD021,2024-05-14,2
ORD00368,CUST0633,PROD112,2025-05-02,8
ORD00369,CUST0567,PROD031,2025-06-15,10
ORD00370,CUST1382,PROD004,2023-01-11,2
ORD00371,CUST1490,PROD030,2024-08-20,2
ORD00372,CUST1581,PROD111,2025-01-15,7
ORD00373,CUST0242,PROD033,2024-01-11,6
ORD00374,CUST0448,PROD006,2023-08-04,10
ORD00375,CUST1257,PROD118,2023-09-20,4
ORD00376,CUST0485,PROD087,2025-03-12,6
ORD00377,CUST0394,PROD113,2024-09-25,7
ORD00378,CUST0951,PROD083,2023-12-24,3
ORD00379,CUST0413,PROD052,2023-03-28,5
ORD00380,CUST0920,PROD110,2025-01-29,4
ORD00381,CUST1420,PROD043,2023-03-23,9
ORD00382,CUST0175,PROD053,2023-07-12,5
ORD00383,CUST1181,PROD090,2025-06-27,5
ORD00384,CUST0999,PROD104,2025-01-01,4
ORD00385,CUST0005,PROD118,2024-09-27,4
ORD00386,CUST1471,PROD013,2025-04-28,1
ORD00387,CUST0027,PROD025,2025-06-13,7
ORD00388,CUST0672,PROD090,2023-10-22,8
ORD00389,CUST1502,PROD083,2023-02-21,5
ORD00390,CUST1077,PROD031,2024-10-30,3
ORD00391,CUST0226,PROD010,2025-10-06,8
ORD00392,CUST1047,PROD005,2025-04-17,1
ORD00393,CUST0690,PROD108,2025-08-19,6
ORD00394,CUST0777,PROD077,2025-04-12,3
ORD00395,CUST0559,PROD030,2024-03-02,2
ORD00396,CUST0301,PROD039,2025-04-27,7
ORD00397,CUST0402,PROD080,2025-06-17,4
ORD00398,CUST0270,PROD036,2025-07-08,9
ORD00399,CUST0706,PROD086,2025-08-24,8
ORD00400,CUST0096,PROD006,2024-05-06,10
ORD00401,CUST1494,PROD082,2025-01-29,5
ORD00402,CUST1150,PROD119,2025-03-23,1
ORD00403,CUST0224,PROD110,2024-01-06,5
ORD00404,CUST1554,PROD099,2024-10-17,2
ORD00405,CUST0929,PROD117,2024-02-13,7
ORD00406,CUST0411,PROD053,2024-10-07,2
ORD00407,CUST0222,PROD044,2024-10-23,7
ORD00408,CUST1324,PROD008,2024-10-07,8
ORD00409,CUST0321,PROD067,2025-04-09,3
ORD00410,CUST0683,PROD039,2024-12-29,1
ORD00411,CUST0554,PROD008,2024-12-27,6
ORD00412,CUST0392,PROD097,2024-07-13,10
ORD00413,CUST0820,PROD121,2023-07-13,3
ORD00414,CUST1566,PROD002,2024-03-22,3
ORD00415,CUST0022,PROD053,2025-08-07,7
ORD00416,CUST0849,PROD037,2025-03-03,2
ORD00417,CUST0422,PROD028,2023-12-03,10
ORD00418,CUST0410,PROD037,2024-10-16,6
ORD00419,CUST0418,PROD058,2023-11-14,6
ORD00420,CUST0809,PROD112,2024-08-23,6
ORD00421,CUST0998,PROD001,2024-07-28,3
ORD00422,CUST0731,PROD075,2025-05-12,7
ORD00423,CUST0525,PROD062,2025-04-03,10
ORD00424,CUST1488,PROD015,2025-07-17,9
ORD00425,CUST1560,PROD104,2024-06-10,5
ORD00426,CUST0109,PROD112,2024-05-15,5
ORD00427,CUST0016,PROD009,2025-05-18,8
ORD00428,CUST0580,PROD025,2024-08-17,5
ORD00429,CUST0588,PROD038,2025-07-09,3
ORD00430,CUST0420,PROD069,2024-06-23,5
ORD00431,CUST0010,PROD118,2025-02-14,3
ORD00432,CUST0273,PROD111,2023-05-31,2
ORD00433,CUST1323,PROD072,2025-10-09,1
ORD00434,CUST0844,PROD012,2025-10-07,3
ORD00435,CUST0917,PROD107,2025-05-04,7
ORD00436,CUST1267,PROD062,2023-10-01,7
ORD00437,CUST0304,PROD029,2024-05-18,2
ORD00438,CUST1430,PROD103,2025-04-02,3
ORD00439,CUST0216,PROD080,2025-01-22,6
ORD00440,CUST0281,PROD012,2023-05-28,1
ORD00441,CUST0532,PROD126,2024-07-22,4
ORD00442,CUST0702,PROD081,2024-01-01,6
ORD00443,CUST0585,PROD093,2025-10-14,2
ORD00444,CUST0807,PROD034,2023-01-06,4
ORD00445,CUST1289,PROD104,2025-07-21,5
ORD00446,CUST0080,PROD034,2023-01-08,3
ORD00447,CUST1584,PROD067,2025-03-30,3
ORD00448,CUST0986,PROD018,2025-07-29,8
ORD00449,CUST1522,PROD024,2025-02-08,5
ORD00450,CUST0559,PROD069,2025-05-17,6
ORD00451,CUST0567,PROD106,2023-12-06,2
ORD00452,CUST0086,PROD025,2025-04-13,8
ORD00453,CUST1348,PROD076,2024-12-27,6
ORD00454,CUST0563,PROD027,2025-08-19,3
ORD00455,CUST0793,PROD059,2023-10-04,1
ORD00456,CUST1578,PROD030,2025-07-03,10
ORD00457,CUST0961,PROD032,2023-04-07,10
ORD00458,CUST1492,PROD118,2025-04-05,7
ORD00459,CUST0110,PROD059,2024-11-08,4
ORD00460,CUST0160,PROD108,2024-01-18,3
ORD00461,CUST0434,PROD114,2025-09-08,3
ORD00462,CUST0197,PROD039,2024-04-30,8
ORD00463,CUST1314,PROD072,2024-03-05,10
ORD00464,CUST1397,PROD049,2025-05-16,2
ORD00465,CUST1348,PROD015,2025-10-07,9
ORD00466,CUST1339,PROD085,2025-06-22,3
ORD00467,CUST1136,PROD123,2023-05-29,4
ORD00468,CUST0483,PROD031,2025-09-28,4
ORD00469,CUST0434,PROD035,2024-02-27,1
ORD00470,CUST0643,PROD015,2024-11-17,3
ORD00471,CUST1519,PROD035,2025-01-03,8
ORD00472,CUST0236,PROD040,2024-12-20,7
ORD00473,CUST0609,PROD047,2025-06-01,9
ORD00474,CUST1473,PROD114,2023-02-10,9
ORD00475,CUST0839,PROD038,2024-01-09,7
ORD00476,CUST0497,PROD089,2024-04-27,7
ORD00477,CUST1322,PROD052,2024-10-01,1
ORD00478,CUST1592,PROD056,2025-04-19,2
ORD00479,CUST1056,PROD016,2025-02-10,9
ORD00480,CUST0053,PROD073,2024-02-26,10
ORD00481,CUST1428,PROD101,2025-03-08,10
ORD00482,CUST1347,PROD018,2025-02-15,1
ORD00483,CUST0042,PROD019,2025-10-31,9
ORD00484,CUST0695,PROD109,2025-03-06,1
ORD00485,CUST0576,PROD055,2025-08-04,4
ORD00486,CUST1279,PROD097,2024-03-23,6
ORD00487,CUST0205,PROD046,2024-05-16,8
ORD00488,CUST1110,PROD039,2025-08-07,1
ORD00489,CUST1045,PROD116,2025-10-10,5
ORD00490,CUST0097,PROD075,2024-04-21,8
ORD00491,CUST0899,PROD123,2025-03-04,3
ORD00492,CUST1026,PROD081,2024-05-28,8
ORD00493,CUST0255,PROD034,2025-09-26,7
ORD00494,CUST0466,PROD014,2025-08-22,10
ORD00495,CUST0146,PROD005,2025-06-21,10
ORD00496,CUST0462,PROD114,2025-07-27,8
ORD00497,CUST1354,PROD061,2025-05-14,3
ORD00498,CUST1496,PROD035,2023-07-01,1
ORD00499,CUST0829,PROD100,2024-04-07,4
ORD00500,CUST0184,PROD079,2024-02-25,6
ORD00501,CUST0644,PROD034,2025-07-12,3
ORD00502,CUST1368,PROD069,2024-07-02,9
ORD00503,CUST0709,PROD047,2025-08-08,4
ORD00504,CUST0554,PROD016,2025-09-02,8
ORD00505,CUST0751,PROD125,2025-01-09,1
ORD00506,CUST0031,PROD103,2024-09-09,5
ORD00507,CUST0349,PROD103,2025-07-31,4
ORD00508,CUST0549,PROD042,2025-09-18,7
ORD00509,CUST0360,PROD115,2025-08-17,1
ORD00510,CUST0652,PROD040,2023-08-27,8
ORD00511,CUST0708,PROD036,2023-02-16,3
ORD00512,CUST0797,PROD094,2025-07-26,6
ORD00513,CUST0136,PROD113,2025-03-24,8
ORD00514,CUST1166,PROD014,2024-11-30,7
ORD00515,CUST1215,PROD105,2024-11-29,1
ORD00516,CUST0959,PROD064,2025-07-14,8
ORD00517,CUST0968,PROD041,2024-02-06,1
ORD00518,CUST1076,PROD119,2025-04-24,1
ORD00519,CUST1267,PROD042,2023-03-07,8
ORD00520,CUST0788,PROD038,2024-12-29,8
ORD00521,CUST0934,PROD107,2025-08-22,1
ORD00522,CUST0139,PROD079,2024-03-14,2
ORD00523,CUST0577,PROD022,2025-07-15,5
ORD00524,CUST1246,PROD091,2025-07-28,6
ORD00525,CUST0589,PROD088,2025-02-01,10
ORD00526,CUST1259,PROD046,2025-07-06,10
ORD00527,CUST0261,PROD017,2025-01-04,9
ORD00528,CUST0208,PROD057,2023-09-10,10
ORD00529,CUST1286,PROD051,2023-11-24,6
ORD00530,CUST0341,PROD065,2023-04-27,1
ORD00531,CUST1248,PROD046,2024-06-05,1
ORD00532,CUST0826,PROD047,2025-03-28,3
ORD00533,CUST0360,PROD082,2023-02-26,1
ORD00534,CUST0065,PROD113,2025-07-08,5
ORD00535,CUST0009,PROD066,2023-11-18,7
ORD00536,CUST0919,PROD030,2025-03-11,1
